Name,Address,Bing Maps URL,Latitude,Longitude,Phone
Shiv Pathology Lab,"Shop NO.06, Next TO Siddhi Vinayak Mandir, OPP. Shakti Dairy, Thane, Maharashtra 400605",https://www.bing.com/maps?cp=19.308780670166016%7E72.85183715820312&lvl=17.0&q=Shiv%20Pathology%20Lab%20%2C%20Shop%20NO.06%2C%20Next%20TO%20Siddhi%20Vinayak%20Mandir%2C%20OPP.%20Shakti%20Dairy%2C%20Thane%2C%20Maharashtra%20400605,19.30878067,72.85183716,079771 64061
Santosh Clinic,"Sai Vedant Multi Speciality Hospital, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.304248809814453%7E72.85458374023438&lvl=17.0&q=Santosh%20Clinic%20%2C%20Sai%20Vedant%20Multi%20Speciality%20Hospital%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.30424881,72.85458374,
Kothari Clinic,"11, Meena Bazar, Chandulal Park, Near Nazreth English School, Station Road, Bhayander West, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.30733871459961%7E72.84986877441406&lvl=17.0&q=Kothari%20Clinic%20%2C%2011%2C%20Meena%20Bazar%2C%20Chandulal%20Park%2C%20Near%20Nazreth%20English%20School%2C%20Station%20Road%2C%20Bhayander%20West%2C%20Thane%2C%20Maharashtra%20401101,19.30733871,72.84986877,
Shivkrupa Pathology Laboratory,"5, Gajanan Prasanna CO OP HSG SOC LTD, Bhayander, OPP Police Station, Near ICE Factory, Bhayander West, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.303865432739258%7E72.84994506835938&lvl=17.0&q=Shivkrupa%20Pathology%20Laboratory%20%2C%205%2C%20Gajanan%20Prasanna%20CO%20OP%20HSG%20SOC%20LTD%2C%20Bhayander%2C%20OPP%20Police%20Station%2C%20Near%20ICE%20Factory%2C%20Bhayander%20West%2C%20Thane%2C%20Maharashtra%20401101,19.30386543,72.84994507,080977 68441
Omkar Enterprises,"B- 101, Rajvi Palace, Indralok Phash 3, Bhayndar, Indralok Road, Bhayndar East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.304441452026367%7E72.86028289794922&lvl=17.0&q=Omkar%20Enterprises%20%2C%20B-%20101%2C%20Rajvi%20Palace%2C%20Indralok%20Phash%203%2C%20Bhayndar%2C%20Indralok%20Road%2C%20Bhayndar%20East%2C%20Thane%2C%20Maharashtra%20401105,19.30444145,72.8602829,022 2819 9282
Shrey Clinic,"Prabhakar Mhatre Road, Don Bosco Public High School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.301599502563477%7E72.86148071289062&lvl=17.0&q=Shrey%20Clinic%20%2C%20Prabhakar%20Mhatre%20Road%2C%20Don%20Bosco%20Public%20High%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.3015995,72.86148071,099698 51577
Krishna Medical,"Ramdev Park Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.296428680419922%7E72.86829376220703&lvl=17.0&q=Krishna%20Medical%20%2C%20Ramdev%20Park%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.29642868,72.86829376,076780 02196
Shivkrupa Medical,"Shree Shanti Ganga CHS LTD, Shop NO C/9, Ground Floor, Bunderwadi Road, OPP Railway Station, Bhayander East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.296371459960938%7E72.87368774414062&lvl=17.0&q=Shivkrupa%20Medical%20%2C%20Shree%20Shanti%20Ganga%20CHS%20LTD%2C%20Shop%20NO%20C%2F9%2C%20Ground%20Floor%2C%20Bunderwadi%20Road%2C%20OPP%20Railway%20Station%2C%20Bhayander%20East%2C%20Thane%2C%20Maharashtra%20401105,19.29637146,72.87368774,
Bharat General Store,"Parel, Mumbai, Maharashtra 400012",https://www.bing.com/maps?cp=19.292890548706055%7E72.86715698242188&lvl=17.0&q=Bharat%20General%20Store%20%2C%20Parel%2C%20Mumbai%2C%20Maharashtra%20400012,19.29289055,72.86715698,099674 11534
Bird Medical Devices,"701, Bldg No:2, Evershine Woods, Beverly Park, Mira Road, Mumbai, Maharashtra",https://www.bing.com/maps?cp=19.296855926513672%7E72.87586212158203&lvl=17.0&q=Bird%20Medical%20Devices%20%2C%20701%2C%20Bldg%20No%3A2%2C%20Evershine%20Woods%2C%20Beverly%20Park%2C%20Mira%20Road%2C%20Mumbai%2C%20Maharashtra,19.29685593,72.87586212,097690 06123
Shree Rishi Medical,"Shop Number 12/b, Golden Fleece Queen's Park, Mira Bhayandar Rd, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.291122436523438%7E72.86302185058594&lvl=17.0&q=Shree%20Rishi%20Medical%20%2C%20Shop%20Number%2012%2Fb%2C%20Golden%20Fleece%20Queen's%20Park%2C%20Mira%20Bhayandar%20Rd%2C%20Mumbai%2C%20Maharashtra%20401107,19.29112244,72.86302185,0251 255 2939
Sri METRO MEDICAL&General Store,"Ramdev Park Road, Hindustan Bank Atm, Mira Road, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.295330047607422%7E72.86893463134766&lvl=17.0&q=Sri%20METRO%20MEDICAL%26General%20Store%20%2C%20Ramdev%20Park%20Road%2C%20Hindustan%20Bank%20Atm%2C%20Mira%20Road%2C%20Mumbai%2C%20Maharashtra%20401107,19.29533005,72.86893463,
Fayth Clinic,"Shop No 6, Salasar Tulip Chsl, Salasar Garden Complex, Before GCC Club, Hatkesh, Mira Road East, Dist, Thane 401107",https://www.bing.com/maps?cp=19.28237533569336%7E72.87709045410156&lvl=17.0&q=Fayth%20Clinic%20%2C%20Shop%20No%206%2C%20Salasar%20Tulip%20Chsl%2C%20Salasar%20Garden%20Complex%2C%20Before%20GCC%20Club%2C%20Hatkesh%2C%20Mira%20Road%20East%2C%20Dist%2C%20Thane%20401107,19.28237534,72.87709045,022 2810 0257
Adalbert Healthcare Private Limited,"Unit G002, Building NO 5, Solitaire 1, Poonam Garden, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.290502548217773%7E72.87339782714844&lvl=17.0&q=Adalbert%20Healthcare%20Private%20Limited%20%2C%20Unit%20G002%2C%20Building%20NO%205%2C%20Solitaire%201%2C%20Poonam%20Garden%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.29050255,72.87339783,
Karwa Medicals,"Poonam Lodge Building, Poonam Chowk, Yavatmal, Maharashtra 445001",https://www.bing.com/maps?cp=19.285953521728516%7E72.87161254882812&lvl=17.0&q=Karwa%20Medicals%20%2C%20Poonam%20Lodge%20Building%2C%20Poonam%20Chowk%2C%20Yavatmal%2C%20Maharashtra%20445001,19.28595352,72.87161255,072322 42901
SaiRup Medical and General Store,"Palkhi Road Opposite Sevadham Building Palhi Road Shirdi, Ahmednagar, Maharashtra 423109",https://www.bing.com/maps?cp=19.285621643066406%7E72.88170623779297&lvl=17.0&q=SaiRup%20Medical%20and%20General%20Store%20%2C%20Palkhi%20Road%20Opposite%20Sevadham%20Building%20Palhi%20Road%20Shirdi%2C%20Ahmednagar%2C%20Maharashtra%20423109,19.28562164,72.88170624,099228 38382
Dhole Medical and General Stores,"01, Chhatrapati Shivaji Maharaj Chowk, Beed, Maharashtra 431144",https://www.bing.com/maps?cp=19.28078842163086%7E72.87613677978516&lvl=17.0&q=Dhole%20Medical%20and%20General%20Stores%20%2C%2001%2C%20Chhatrapati%20Shivaji%20Maharaj%20Chowk%2C%20Beed%2C%20Maharashtra%20431144,19.28078842,72.87613678,
Ananta Medical and Agency,"Sini Arcade Bldg, H NO 665, Gala NO 3, Bldg C, Ground, Kasheli, Village, Bhiwandi, Thane, Maharashtra 421302",https://www.bing.com/maps?cp=19.29279899597168%7E72.86681365966797&lvl=17.0&q=Ananta%20Medical%20and%20Agency%20%2C%20Sini%20Arcade%20Bldg%2C%20H%20NO%20665%2C%20Gala%20NO%203%2C%20Bldg%20C%2C%20Ground%2C%20Kasheli%2C%20Village%2C%20Bhiwandi%2C%20Thane%2C%20Maharashtra%20421302,19.292799,72.86681366,
Surya Medical Store,"ETC Akruti Gardenia Phase-2, Shop NO 18, Building NO-13, Ground, Floor, Near CCG Club Near Silver Park, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.285219192504883%7E72.87682342529297&lvl=17.0&q=Surya%20Medical%20Store%20%2C%20ETC%20Akruti%20Gardenia%20Phase-2%2C%20Shop%20NO%2018%2C%20Building%20NO-13%2C%20Ground%2C%20Floor%2C%20Near%20CCG%20Club%20Near%20Silver%20Park%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.28521919,72.87682343,
Medicine India,"Shop No 15, 16, 17b, Goyal Plaza, Below Old Thunga Hospital, Mira Bhayandar Road, Mira Road, Thane, Mumbai 401107",https://www.bing.com/maps?cp=19.28432273864746%7E72.87044525146484&lvl=17.0&q=Medicine%20India%20%2C%20Shop%20No%2015%2C%2016%2C%2017b%2C%20Goyal%20Plaza%2C%20Below%20Old%20Thunga%20Hospital%2C%20Mira%20Bhayandar%20Road%2C%20Mira%20Road%2C%20Thane%2C%20Mumbai%20401107,19.28432274,72.87044525,022 2812 3622
Welcome Medical & General Stores,"NEW Salasar Orchid CHS LTD, Shop NO 3, Near GCC Club, Salasar Garden, Mira Bhayandar Road, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.28206443786621%7E72.87748718261719&lvl=17.0&q=Welcome%20Medical%20%26%20General%20Stores%20%2C%20NEW%20Salasar%20Orchid%20CHS%20LTD%2C%20Shop%20NO%203%2C%20Near%20GCC%20Club%2C%20Salasar%20Garden%2C%20Mira%20Bhayandar%20Road%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.28206444,72.87748718,098207 32055
Mediserve Healthcare Services,"Marigold 1, 1 E 102, First Floor, Near Cinemax Theatre, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.290802001953125%7E72.87820434570312&lvl=17.0&q=Mediserve%20Healthcare%20Services%20%2C%20Marigold%201%2C%201%20E%20102%2C%20First%20Floor%2C%20Near%20Cinemax%20Theatre%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.290802,72.87820435,098702 32121
Om Medical,"Shop No 18, Smithal Avenue, Near Gold Star, Decent Homes, B Wing, Hatkesh Road, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.281837463378906%7E72.88189697265625&lvl=17.0&q=Om%20Medical%20%2C%20Shop%20No%2018%2C%20Smithal%20Avenue%2C%20Near%20Gold%20Star%2C%20Decent%20Homes%2C%20B%20Wing%2C%20Hatkesh%20Road%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.28183746,72.88189697,090047 10914
Om Sai SEVA- Ayurvedic MEDICINE. Bone Setter,"Room NO B 107 CHAYA APT Shanta Chani Virar East, Thane, Maharashtra 401305",https://www.bing.com/maps?cp=19.293542861938477%7E72.87237548828125&lvl=17.0&q=Om%20Sai%20SEVA-%20Ayurvedic%20MEDICINE.%20Bone%20Setter%20%2C%20Room%20NO%20B%20107%20CHAYA%20APT%20Shanta%20Chani%20Virar%20East%2C%20Thane%2C%20Maharashtra%20401305,19.29354286,72.87237549,097690 57292
Shree Ram Medical,"Shop No.18, Awing, Unique Orbit 2 Chsl, Ramdev Park Junction, Gr Flr, Kanakia Road, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.295076370239258%7E72.86907958984375&lvl=17.0&q=Shree%20Ram%20Medical%20%2C%20Shop%20No.18%2C%20Awing%2C%20Unique%20Orbit%202%20Chsl%2C%20Ramdev%20Park%20Junction%2C%20Gr%20Flr%2C%20Kanakia%20Road%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.29507637,72.86907959,
Ali Clinical Laboratory,"Thana Chowk, THQ Hospital Road, Bhalwal, 40410, Pakistan, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.29828643798828%7E72.8709487915039&lvl=17.0&q=Ali%20Clinical%20Laboratory%20%2C%20Thana%20Chowk%2C%20THQ%20Hospital%20Road%2C%20Bhalwal%2C%2040410%2C%20Pakistan%2C%20Thane%2C%20Maharashtra%20401107,19.29828644,72.87094879,
"Dr. Sainath A. Hegde-Best Interventional Cardiologist Doctor&Heart Surgeon in Mira-Road, Mira-Bhayandar and Mumbai","Meditech Multispeciality Hospital, Classic County, Complex, Mira Bhayandar Rd, Behind New Shahi Hotel, opp. Old Petrol Pump, Mira Road, Mira Bhayandar, Maharashtra",https://www.bing.com/maps?cp=19.28471565246582%7E72.87073516845703&lvl=17.0&q=Dr.%20Sainath%20A.%20Hegde-Best%20Interventional%20Cardiologist%20Doctor%26Heart%20Surgeon%20in%20Mira-Road%2C%20Mira-Bhayandar%20and%20Mumbai%20%2C%20Meditech%20Multispeciality%20Hospital%2C%20Classic%20County%2C%20Complex%2C%20Mira%20Bhayandar%20Rd%2C%20Behind%20New%20Shahi%20Hotel%2C%20opp.%20Old%20Petrol%20Pump%2C%20Mira%20Road%2C%20Mira%20Bhayandar%2C%20Maharashtra,19.28471565,72.87073517,
Ankur Health Care,"Gcc Club Road, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.283639907836914%7E72.87582397460938&lvl=17.0&q=Ankur%20Health%20Care%20%2C%20Gcc%20Club%20Road%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.28363991,72.87582397,088975 40963
Samartha IVF,"Shop 102, Ashadeep CHS, opp. Vijay Sales, Mira Bhayandar Road, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.28144645690918%7E72.87477111816406&lvl=17.0&q=Samartha%20IVF%20%2C%20Shop%20102%2C%20Ashadeep%20CHS%2C%20opp.%20Vijay%20Sales%2C%20Mira%20Bhayandar%20Road%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.28144646,72.87477112,097688 84433
Disha Clinic,"Shop Number 13, Ritu Paradise, GCC Club Road, Mira Bhayandar Rd 401107",https://www.bing.com/maps?cp=19.282926559448242%7E72.87621307373047&lvl=17.0&q=Disha%20Clinic%20%2C%20Shop%20Number%2013%2C%20Ritu%20Paradise%2C%20GCC%20Club%20Road%2C%20Mira%20Bhayandar%20Rd%20401107,19.28292656,72.87621307,096190 55166
R.S Clinic,"Gaurav Enclave Road, Mira Road, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.28733253479004%7E72.87872314453125&lvl=17.0&q=R.S%20Clinic%20%2C%20Gaurav%20Enclave%20Road%2C%20Mira%20Road%2C%20Mumbai%2C%20Maharashtra%20401107,19.28733253,72.87872314,093247 50614
Vasudha Clinic,"Gaurav Residency Wing-B/c/d/e, Kanakia Road, Mira Bhayandar, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.289575576782227%7E72.87654876708984&lvl=17.0&q=Vasudha%20Clinic%20%2C%20Gaurav%20Residency%20Wing-B%2Fc%2Fd%2Fe%2C%20Kanakia%20Road%2C%20Mira%20Bhayandar%2C%20Mumbai%2C%20Maharashtra%20401107,19.28957558,72.87654877,099878 85711
Ronak Medical,"Shiv Puja, Shop NO 11, Ground Floor, Shanti Park, Bhayander East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.280603408813477%7E72.86722564697266&lvl=17.0&q=Ronak%20Medical%20%2C%20Shiv%20Puja%2C%20Shop%20NO%2011%2C%20Ground%20Floor%2C%20Shanti%20Park%2C%20Bhayander%20East%2C%20Thane%2C%20Maharashtra%20401107,19.28060341,72.86722565,082868 62866
Shri Sai Samarth Medical and General Store,"Near DR Momale Hospital, Gala NO -1, Ward NO -3, Behind Balika, Vidyalaya, Shrirampur, Ahmednagar, Maharashtra 413709",https://www.bing.com/maps?cp=19.277833938598633%7E72.89070892333984&lvl=17.0&q=Shri%20Sai%20Samarth%20Medical%20and%20General%20Store%20%2C%20Near%20DR%20Momale%20Hospital%2C%20Gala%20NO%20-1%2C%20Ward%20NO%20-3%2C%20Behind%20Balika%2C%20Vidyalaya%2C%20Shrirampur%2C%20Ahmednagar%2C%20Maharashtra%20413709,19.27783394,72.89070892,
Ritesh Medical and General Stores,"Paras Palace, Shop No 1 Ground Floor, Gandhi Road, Ulhasnagar, Thane, Maharashtra 421005",https://www.bing.com/maps?cp=19.27029037475586%7E72.88436889648438&lvl=17.0&q=Ritesh%20Medical%20and%20General%20Stores%20%2C%20Paras%20Palace%2C%20Shop%20No%201%20Ground%20Floor%2C%20Gandhi%20Road%2C%20Ulhasnagar%2C%20Thane%2C%20Maharashtra%20421005,19.27029037,72.8843689,
Shri Surabhi Clinic,"Gcc Club Road, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.2827205657959%7E72.87661743164062&lvl=17.0&q=Shri%20Surabhi%20Clinic%20%2C%20Gcc%20Club%20Road%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.28272057,72.87661743,098695 73009
Sai Baba Clinic,"Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.279151916503906%7E72.88141632080078&lvl=17.0&q=Sai%20Baba%20Clinic%20%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.27915192,72.88141632,098923 26464
Sai Kripa Clinic,"Laxmi Park Kanakia Road Mira Road East, Mumbai 401105",https://www.bing.com/maps?cp=19.277572631835938%7E72.87840270996094&lvl=17.0&q=Sai%20Kripa%20Clinic%20%2C%20Laxmi%20Park%20Kanakia%20Road%20Mira%20Road%20East%2C%20Mumbai%20401105,19.27757263,72.87840271,076780 99220
Mallika Health Clinic,"Shop NO. 31 Hubtown Gardenia, Mira Road Phase 2, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.284873962402344%7E72.87693786621094&lvl=17.0&q=Mallika%20Health%20Clinic%20%2C%20Shop%20NO.%2031%20Hubtown%20Gardenia%2C%20Mira%20Road%20Phase%202%2C%20Thane%2C%20Maharashtra%20401107,19.28487396,72.87693787,075060 69904
Ashish Hospital,"C\104, 105, 106, Manshi Classic Chsl, Kashigaon, Beside Sai Krupa Complex, Kashimira, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.272165298461914%7E72.88614654541016&lvl=17.0&q=Ashish%20Hospital%20%2C%20C%5C104%2C%20105%2C%20106%2C%20Manshi%20Classic%20Chsl%2C%20Kashigaon%2C%20Beside%20Sai%20Krupa%20Complex%2C%20Kashimira%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.2721653,72.88614655,098192 50565
Laxmi Medical and General Stores,"Rajshree Shopping Center, Shop NO 1 AND 2, Fish Market, OPP, Surbhi Hotel, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.276411056518555%7E72.87445068359375&lvl=17.0&q=Laxmi%20Medical%20and%20General%20Stores%20%2C%20Rajshree%20Shopping%20Center%2C%20Shop%20NO%201%20AND%202%2C%20Fish%20Market%2C%20OPP%2C%20Surbhi%20Hotel%2C%20Thane%2C%20Maharashtra%20401107,19.27641106,72.87445068,022 2812 9865
Madina Clinic,"Ahsish Hospital Multispeciality, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.273378372192383%7E72.8905029296875&lvl=17.0&q=Madina%20Clinic%20%2C%20Ahsish%20Hospital%20Multispeciality%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.27337837,72.89050293,
Sant Krupa Clinic,"Gcc Club Road, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.28317642211914%7E72.87599182128906&lvl=17.0&q=Sant%20Krupa%20Clinic%20%2C%20Gcc%20Club%20Road%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.28317642,72.87599182,098197 63454
Nomaan Clinical Lab MM Valley,"Shop No.3, Dream Palace, Opp. Orchid Tower, Talaopali Rd, Near MM Valley Circle, Kausa, Thane, Maharashtra",https://www.bing.com/maps?cp=19.28314971923828%7E72.87631225585938&lvl=17.0&q=Nomaan%20Clinical%20Lab%20MM%20Valley%20%2C%20Shop%20No.3%2C%20Dream%20Palace%2C%20Opp.%20Orchid%20Tower%2C%20Talaopali%20Rd%2C%20Near%20MM%20Valley%20Circle%2C%20Kausa%2C%20Thane%2C%20Maharashtra,19.28314972,72.87631226,
Shiv Ayurvedic,"8/9, Shanti Plaza, Shanti Park, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.282230377197266%7E72.8734359741211&lvl=17.0&q=Shiv%20Ayurvedic%20%2C%208%2F9%2C%20Shanti%20Plaza%2C%20Shanti%20Park%2C%20Mumbai%2C%20Maharashtra%20401107,19.28223038,72.87343597,095940 43170
Om Medical & General Stores,"Omkar Park, Shop NO2, Thane, Maharashtra 400706",https://www.bing.com/maps?cp=19.280986785888672%7E72.87428283691406&lvl=17.0&q=Om%20Medical%20%26%20General%20Stores%20%2C%20Omkar%20Park%2C%20Shop%20NO2%2C%20Thane%2C%20Maharashtra%20400706,19.28098679,72.87428284,
Shyam Eye&General Hospital,"Bunglow No.3, Gaurav Row House B/h. G.c.c.Club, Rashmi Mangal Nagar, Gaurav Sankalp, Mira Road, Maharashtra 401107",https://www.bing.com/maps?cp=19.28519058227539%7E72.88037109375&lvl=17.0&q=Shyam%20Eye%26General%20Hospital%20%2C%20Bunglow%20No.3%2C%20Gaurav%20Row%20House%20B%2Fh.%20G.c.c.Club%2C%20Rashmi%20Mangal%20Nagar%2C%20Gaurav%20Sankalp%2C%20Mira%20Road%2C%20Maharashtra%20401107,19.28519058,72.88037109,088980 06633
Samartha IVF Center,"102 Mira Bhayander Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.27953338623047%7E72.88452911376953&lvl=17.0&q=Samartha%20IVF%20Center%20%2C%20102%20Mira%20Bhayander%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.27953339,72.88452911,097688 84433
Ashirwad Medical,"Shop NO-5, Western Express Highway, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.26795768737793%7E72.8795394897461&lvl=17.0&q=Ashirwad%20Medical%20%2C%20Shop%20NO-5%2C%20Western%20Express%20Highway%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.26795769,72.87953949,
Sai Medical,"Building NO-1 Shweta Residency, Shop NO 12, B Wing, Ground Floor, Ramdev Park Road, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.26450538635254%7E72.87994384765625&lvl=17.0&q=Sai%20Medical%20%2C%20Building%20NO-1%20Shweta%20Residency%2C%20Shop%20NO%2012%2C%20B%20Wing%2C%20Ground%20Floor%2C%20Ramdev%20Park%20Road%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.26450539,72.87994385,
Synapse Spine,"Shop No. 10, Giriraj Tower, Mira Bhayander Link Rd, Opposite Indian Oil Petrol Pump, Sai Baba Nagar, Mira Road East, Thane, Mira Bhayandar, Maharashtra",https://www.bing.com/maps?cp=19.27953338623047%7E72.88452911376953&lvl=17.0&q=Synapse%20Spine%20%2C%20Shop%20No.%2010%2C%20Giriraj%20Tower%2C%20Mira%20Bhayander%20Link%20Rd%2C%20Opposite%20Indian%20Oil%20Petrol%20Pump%2C%20Sai%20Baba%20Nagar%2C%20Mira%20Road%20East%2C%20Thane%2C%20Mira%20Bhayandar%2C%20Maharashtra,19.27953339,72.88452911,
Sushrut Clinic,"St Xaviers School Road, R D Memorial High School, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.2705020904541%7E72.88998413085938&lvl=17.0&q=Sushrut%20Clinic%20%2C%20St%20Xaviers%20School%20Road%2C%20R%20D%20Memorial%20High%20School%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.27050209,72.88998413,
Sai Baba HOSPITAL,"Western Express Highway, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.27030372619629%7E72.8792953491211&lvl=17.0&q=Sai%20Baba%20HOSPITAL%20%2C%20Western%20Express%20Highway%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.27030373,72.87929535,
Xpert Healthcare,"Shop NO 8 Pink City Complex, GUT NO 48, C T S NO 9353 Near Navare Nagar, Thane, Maharashtra 421501",https://www.bing.com/maps?cp=19.279081344604492%7E72.89102172851562&lvl=17.0&q=Xpert%20Healthcare%20%2C%20Shop%20NO%208%20Pink%20City%20Complex%2C%20GUT%20NO%2048%2C%20C%20T%20S%20NO%209353%20Near%20Navare%20Nagar%2C%20Thane%2C%20Maharashtra%20421501,19.27908134,72.89102173,097662 77550
Ashwini Medical and General Store,"Mira Road, Mumbai, Maharashtra 401104",https://www.bing.com/maps?cp=19.269763946533203%7E72.87865447998047&lvl=17.0&q=Ashwini%20Medical%20and%20General%20Store%20%2C%20Mira%20Road%2C%20Mumbai%2C%20Maharashtra%20401104,19.26976395,72.87865448,090297 47996
Shiv Medical and General Store,"AMI Drasti, SH-07, Ground Floor, Mumbai Suburban, S V Road, OPP, Manav Kalyan Kendra, Dahisar East, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.25212287902832%7E72.87335205078125&lvl=17.0&q=Shiv%20Medical%20and%20General%20Store%20%2C%20AMI%20Drasti%2C%20SH-07%2C%20Ground%20Floor%2C%20Mumbai%20Suburban%2C%20S%20V%20Road%2C%20OPP%2C%20Manav%20Kalyan%20Kendra%2C%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra%20400068,19.25212288,72.87335205,098197 79341
Royal Medical,"Mumbai, Ghartan Pada, Dahisar East, Mumbai, Maharashtra",https://www.bing.com/maps?cp=19.258991241455078%7E72.8736801147461&lvl=17.0&q=Royal%20Medical%20%2C%20Mumbai%2C%20Ghartan%20Pada%2C%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra,19.25899124,72.87368011,
City Medical and General Stores,"Shop No \ 06, Shree Chintamani Nagar Chs Ltd, Ashok Van, Dahisar, Shiv Vallabh Road, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.242061614990234%7E72.86695098876953&lvl=17.0&q=City%20Medical%20and%20General%20Stores%20%2C%20Shop%20No%20%5C%2006%2C%20Shree%20Chintamani%20Nagar%20Chs%20Ltd%2C%20Ashok%20Van%2C%20Dahisar%2C%20Shiv%20Vallabh%20Road%2C%20Mumbai%2C%20Maharashtra%20400068,19.24206161,72.86695099,084339 01567
Kamal Medical&General Store,"Bheem Chsl, N L Complex, Shop NO AA003, Mumbai Suburban, Anand Nagar, Dahisar East, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.260496139526367%7E72.8656234741211&lvl=17.0&q=Kamal%20Medical%26General%20Store%20%2C%20Bheem%20Chsl%2C%20N%20L%20Complex%2C%20Shop%20NO%20AA003%2C%20Mumbai%20Suburban%2C%20Anand%20Nagar%2C%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra%20400068,19.26049614,72.86562347,099300 48659
New Vaishnavi Medical Store,"04\05, Kundan Complex, New Tilak Road, Shakar Chowk, Nagar, Ahmednagar, Maharashtra 414001",https://www.bing.com/maps?cp=19.257217407226562%7E72.86248779296875&lvl=17.0&q=New%20Vaishnavi%20Medical%20Store%20%2C%2004%5C05%2C%20Kundan%20Complex%2C%20New%20Tilak%20Road%2C%20Shakar%20Chowk%2C%20Nagar%2C%20Ahmednagar%2C%20Maharashtra%20414001,19.25721741,72.86248779,
